oftic,TICKER,CUSIP,CNAME,STATPERS,MEASURE,FPI,MEANEST,STDEV,FPEDATS,ACTUAL,ANNDATS_ACT
C,CCC2,17296742,CITIGROUP INC,2017-11-16,EPS,6,1.27,0.05,2017-12-31,1.28,2018-01-16
C,CCC2,17296742,CITIGROUP INC,2017-12-14,EPS,6,1.26,0.06,2017-12-31,1.28,2018-01-16
C,CCC2,17296742,CITIGROUP INC,2018-01-18,EPS,6,1.6,0.1,2018-03-31,1.68,2018-04-13
C,CCC2,17296742,CITIGROUP INC,2018-02-15,EPS,6,1.61,0.08,2018-03-31,1.68,2018-04-13
C,CCC2,17296742,CITIGROUP INC,2018-03-15,EPS,6,1.61,0.08,2018-03-31,1.68,2018-04-13
C,CCC2,17296742,CITIGROUP INC,2018-04-19,EPS,6,1.58,0.05,2018-06-30,1.63,2018-07-13
C,CCC2,17296742,CITIGROUP INC,2018-05-17,EPS,6,1.58,0.05,2018-06-30,1.63,2018-07-13
C,CCC2,17296742,CITIGROUP INC,2018-06-14,EPS,6,1.58,0.03,2018-06-30,1.63,2018-07-13
C,CCC2,17296742,CITIGROUP INC,2018-07-19,EPS,6,1.66,0.04,2018-09-30,1.73,2018-10-12
C,CCC2,17296742,CITIGROUP INC,2018-08-16,EPS,6,1.66,0.04,2018-09-30,1.73,2018-10-12
C,CCC2,17296742,CITIGROUP INC,2018-09-20,EPS,6,1.66,0.04,2018-09-30,1.73,2018-10-12
C,CCC2,17296742,CITIGROUP INC,2018-10-18,EPS,6,1.64,0.04,2018-12-31,1.61,2019-01-14
C,CCC2,17296742,CITIGROUP INC,2018-11-15,EPS,6,1.64,0.04,2018-12-31,1.61,2019-01-14
C,CCC2,17296742,CITIGROUP INC,2018-12-20,EPS,6,1.61,0.06,2018-12-31,1.61,2019-01-14
C,CCC2,17296742,CITIGROUP INC,2019-01-17,EPS,6,1.85,0.06,2019-03-31,1.87,2019-04-15
C,CCC2,17296742,CITIGROUP INC,2019-02-14,EPS,6,1.85,0.07,2019-03-31,1.87,2019-04-15
C,CCC2,17296742,CITIGROUP INC,2019-03-14,EPS,6,1.84,0.07,2019-03-31,1.87,2019-04-15
C,CCC2,17296742,CITIGROUP INC,2019-04-18,EPS,6,1.88,0.06,2019-06-30,1.83,2019-07-15
C,CCC2,17296742,CITIGROUP INC,2019-05-16,EPS,6,1.88,0.05,2019-06-30,1.83,2019-07-15
C,CCC2,17296742,CITIGROUP INC,2019-06-20,EPS,6,1.87,0.06,2019-06-30,1.83,2019-07-15
C,CCC2,17296742,CITIGROUP INC,2019-07-18,EPS,6,1.97,0.05,2019-09-30,1.99,2019-10-15
C,CCC2,17296742,CITIGROUP INC,2019-08-15,EPS,6,1.97,0.05,2019-09-30,1.99,2019-10-15
C,CCC2,17296742,CITIGROUP INC,2019-09-19,EPS,6,1.95,0.04,2019-09-30,1.99,2019-10-15
C,CCC2,17296742,CITIGROUP INC,2019-10-17,EPS,6,1.87,0.07,2019-12-31,2.15,2020-01-14
C,CCC2,17296742,CITIGROUP INC,2019-11-14,EPS,6,1.87,0.07,2019-12-31,2.15,2020-01-14
C,CCC2,17296742,CITIGROUP INC,2019-12-19,EPS,6,1.87,0.06,2019-12-31,2.15,2020-01-14
C,CCC2,17296742,CITIGROUP INC,2020-01-16,EPS,6,2.13,0.06,2020-03-31,1.05,2020-04-15
C,CCC2,17296742,CITIGROUP INC,2020-02-20,EPS,6,2.13,0.06,2020-03-31,1.05,2020-04-15
C,CCC2,17296742,CITIGROUP INC,2020-03-19,EPS,6,2.1,0.11,2020-03-31,1.05,2020-04-15
C,CCC2,17296742,CITIGROUP INC,2020-04-16,EPS,6,0.76,0.7,2020-06-30,0.5,2020-07-14
C,CCC2,17296742,CITIGROUP INC,2020-05-14,EPS,6,0.54,0.53,2020-06-30,0.5,2020-07-14
C,CCC2,17296742,CITIGROUP INC,2020-06-18,EPS,6,0.49,0.56,2020-06-30,0.5,2020-07-14
C,CCC2,17296742,CITIGROUP INC,2020-07-16,EPS,6,0.76,0.32,2020-09-30,1.55,2020-10-13
C,CCC2,17296742,CITIGROUP INC,2020-08-20,EPS,6,0.82,0.32,2020-09-30,1.55,2020-10-13
C,CCC2,17296742,CITIGROUP INC,2020-09-17,EPS,6,0.81,0.32,2020-09-30,1.55,2020-10-13
C,CCC2,17296742,CITIGROUP INC,2020-10-15,EPS,6,1.18,0.18,2020-12-31,2.08,2021-01-15
C,CCC2,17296742,CITIGROUP INC,2020-11-19,EPS,6,1.2,0.16,2020-12-31,2.08,2021-01-15
C,CCC2,17296742,CITIGROUP INC,2020-12-17,EPS,6,1.25,0.12,2020-12-31,2.08,2021-01-15
C,CCC2,17296742,CITIGROUP INC,2021-01-14,EPS,6,1.34,0.16,2020-12-31,2.08,2021-01-15
C,CCC2,17296742,CITIGROUP INC,2021-02-18,EPS,6,1.86,0.17,2021-03-31,3.62,2021-04-15
C,CCC2,17296742,CITIGROUP INC,2021-03-18,EPS,6,2.01,0.32,2021-03-31,3.62,2021-04-15
C,CCC2,17296742,CITIGROUP INC,2021-04-15,EPS,6,1.9,0.27,2021-06-30,2.63,2021-07-14
C,CCC2,17296742,CITIGROUP INC,2021-05-20,EPS,6,2,0.26,2021-06-30,2.63,2021-07-14
C,CCC2,17296742,CITIGROUP INC,2021-06-17,EPS,6,1.99,0.26,2021-06-30,2.63,2021-07-14
C,CCC2,17296742,CITIGROUP INC,2021-07-15,EPS,6,1.77,0.2,2021-09-30,2.15,2021-10-14
C,CCC2,17296742,CITIGROUP INC,2021-08-19,EPS,6,1.79,0.16,2021-09-30,2.15,2021-10-14
C,CCC2,17296742,CITIGROUP INC,2021-09-16,EPS,6,1.8,0.16,2021-09-30,2.15,2021-10-14
C,CCC2,17296742,CITIGROUP INC,2021-10-14,EPS,6,1.69,0.11,2021-12-31,1.46,2022-01-14
C,CCC2,17296742,CITIGROUP INC,2021-11-18,EPS,6,1.85,0.12,2021-12-31,1.46,2022-01-14
C,CCC2,17296742,CITIGROUP INC,2021-12-16,EPS,6,1.82,0.19,2021-12-31,1.46,2022-01-14
C,CCC2,17296742,CITIGROUP INC,2022-01-20,EPS,6,2.05,0.15,2022-03-31,2.31,2022-04-14
C,CCC2,17296742,CITIGROUP INC,2022-02-17,EPS,6,2.04,0.2,2022-03-31,2.31,2022-04-14
C,CCC2,17296742,CITIGROUP INC,2022-03-17,EPS,6,1.89,0.33,2022-03-31,2.31,2022-04-14
C,CCC2,17296742,CITIGROUP INC,2022-04-14,EPS,6,1.68,0.14,2022-06-30,2.3,2022-07-15
C,CCC2,17296742,CITIGROUP INC,2022-05-19,EPS,6,1.63,0.15,2022-06-30,2.3,2022-07-15
C,CCC2,17296742,CITIGROUP INC,2022-06-16,EPS,6,1.66,0.13,2022-06-30,2.3,2022-07-15
C,CCC2,17296742,CITIGROUP INC,2022-07-14,EPS,6,1.68,0.15,2022-06-30,2.3,2022-07-15
C,CCC2,17296742,CITIGROUP INC,2022-08-18,EPS,6,1.59,0.23,2022-09-30,1.5,2022-10-14
C,CCC2,17296742,CITIGROUP INC,2022-09-15,EPS,6,1.57,0.23,2022-09-30,1.5,2022-10-14
C,CCC2,17296742,CITIGROUP,2022-10-20,EPS,6,1.3,0.18,2022-12-31,1.1,2023-01-13
C,CCC2,17296742,CITIGROUP,2022-11-17,EPS,6,1.29,0.17,2022-12-31,1.1,2023-01-13
C,CCC2,17296742,CITIGROUP,2022-12-15,EPS,6,1.29,0.16,2022-12-31,1.1,2023-01-13
C,CCC2,17296742,CITIGROUP,2023-01-19,EPS,6,1.68,0.23,2023-03-31,1.86,2023-04-14
C,CCC2,17296742,CITIGROUP,2023-02-16,EPS,6,1.68,0.2,2023-03-31,1.86,2023-04-14
C,CCC2,17296742,CITIGROUP,2023-03-16,EPS,6,1.69,0.21,2023-03-31,1.86,2023-04-14
C,CCC2,17296742,CITIGROUP,2023-04-20,EPS,6,1.66,0.17,2023-06-30,1.37,2023-07-14
C,CCC2,17296742,CITIGROUP,2023-05-18,EPS,6,1.65,0.17,2023-06-30,1.37,2023-07-14
C,CCC2,17296742,CITIGROUP,2023-06-15,EPS,6,1.6,0.18,2023-06-30,1.37,2023-07-14
C,CCC2,17296742,CITIGROUP,2023-07-20,EPS,6,1.26,0.21,2023-09-30,1.52,2023-10-13
C,CCC2,17296742,CITIGROUP,2023-08-17,EPS,6,1.25,0.21,2023-09-30,1.52,2023-10-13
C,CCC2,17296742,CITIGROUP,2023-09-14,EPS,6,1.24,0.22,2023-09-30,1.52,2023-10-13
C,CCC2,17296742,CITIGROUP,2023-10-19,EPS,6,1.15,0.13,2023-12-31,0.84,2024-01-12
C,CCC2,17296742,CITIGROUP,2023-11-16,EPS,6,1.14,0.13,2023-12-31,0.84,2024-01-12
C,CCC2,17296742,CITIGROUP,2023-12-14,EPS,6,1.04,0.24,2023-12-31,0.84,2024-01-12
COST,CCS1,22160Q10,COSTCO COMPANIES,1999-01-14,EPS,6,0.31,0,1999-02-28,0.33,1999-03-04
COST,CCS1,22160Q10,COSTCO COMPANIES,1999-02-18,EPS,6,0.32,0,1999-02-28,0.33,1999-03-04
COST,CCS1,22160Q10,COSTCO COMPANIES,1999-03-18,EPS,6,0.22,0,1999-05-31,0.23,1999-05-27
COST,CCS1,22160Q10,COSTCO COMPANIES,1999-04-15,EPS,6,0.22,0,1999-05-31,0.23,1999-05-27
COST,CCS1,22160Q10,COSTCO COMPANIES,1999-05-20,EPS,6,0.22,0,1999-05-31,0.23,1999-05-27
COST,CCS1,22160Q10,COSTCO COMPANIES,1999-06-17,EPS,6,0.38,0,1999-08-31,0.395,1999-10-06
COST,CCS1,22160Q10,COSTCO COMPANIES,1999-07-15,EPS,6,0.38,0,1999-08-31,0.395,1999-10-06
COST,CCS1,22160Q10,COSTCO COMPANIES,1999-08-19,EPS,6,0.38,0,1999-08-31,0.395,1999-10-06
COST,CCS1,22160K10,COSTCO WHOLESALE,1999-09-16,EPS,6,0.38,0,1999-08-31,0.395,1999-10-06
COST,CCS1,22160K10,COSTCO WHOLESALE,1999-10-14,EPS,6,0.27,0,1999-11-30,0.28,1999-12-09
COST,CCS1,22160K10,COSTCO WHOLESALE,1999-11-18,EPS,6,0.27,0.01,1999-11-30,0.28,1999-12-09
COST,CCS1,22160K10,COSTCO WHOLESALE,1999-12-16,EPS,6,0.38,0,2000-02-29,0.41,2000-03-02
COST,CCS1,22160K10,COSTCO WHOLESALE,2000-01-20,EPS,6,0.38,0.01,2000-02-29,0.41,2000-03-02
COST,CCS1,22160K10,COSTCO WHOLESALE,2000-02-17,EPS,6,0.38,0.01,2000-02-29,0.41,2000-03-02
COST,CCS1,22160K10,COSTCO WHOLESALE,2000-03-16,EPS,6,0.27,0,2000-05-31,0.26,2000-05-24
COST,CCS1,22160K10,COSTCO WHOLESALE,2000-04-20,EPS,6,0.27,0,2000-05-31,0.26,2000-05-24
COST,CCS1,22160K10,COSTCO WHOLESALE,2000-05-18,EPS,6,0.27,0,2000-05-31,0.26,2000-05-24
COST,CCS1,22160K10,COSTCO WHOLESALE,2000-06-15,EPS,6,0.43,0.01,2000-08-31,0.43,2000-10-12
COST,CCS1,22160K10,COSTCO WHOLESALE,2000-07-20,EPS,6,0.43,0.01,2000-08-31,0.43,2000-10-12
COST,CCS1,22160K10,COSTCO WHOLESALE,2000-08-17,EPS,6,0.43,0.01,2000-08-31,0.43,2000-10-12
COST,CCS1,22160K10,COSTCO WHOLESALE,2000-09-14,EPS,6,0.43,0.01,2000-08-31,0.43,2000-10-12
COST,CCS1,22160K10,COSTCO WHOLESALE,2000-10-19,EPS,6,0.3,0.01,2000-11-30,0.28,2000-12-14
COST,CCS1,22160K10,COSTCO WHOLESALE,2000-11-16,EPS,6,0.29,0.01,2000-11-30,0.28,2000-12-14
COST,CCS1,22160K10,COSTCO WHOLESALE,2000-12-14,EPS,6,0.4,0.01,2001-02-28,0.38,2001-03-08
COST,CCS1,22160K10,COSTCO WHOLESALE,2001-01-18,EPS,6,0.39,0.01,2001-02-28,0.38,2001-03-08
COST,CCS1,22160K10,COSTCO WHOLESALE,2001-02-15,EPS,6,0.38,0.01,2001-02-28,0.38,2001-03-08
COST,CCS1,22160K10,COSTCO WHOLESALE,2001-03-15,EPS,6,0.27,0.01,2001-05-31,0.23,2001-05-31
COST,CCS1,22160K10,COSTCO WHOLESALE,2001-04-19,EPS,6,0.27,0.01,2001-05-31,0.23,2001-05-31
COST,CCS1,22160K10,COSTCO WHOLESALE,2001-05-17,EPS,6,0.23,0.01,2001-05-31,0.23,2001-05-31
COST,CCS1,22160K10,COSTCO WHOLESALE,2001-06-14,EPS,6,0.4,0.01,2001-08-31,0.41,2001-10-11
COST,CCS1,22160K10,COSTCO WHOLESALE,2001-07-19,EPS,6,0.4,0.01,2001-08-31,0.41,2001-10-11
COST,CCS1,22160K10,COSTCO WHOLESALE,2001-08-16,EPS,6,0.4,0.01,2001-08-31,0.41,2001-10-11
COST,CCS1,22160K10,COSTCO WHOLESALE,2001-09-20,EPS,6,0.4,0.01,2001-08-31,0.41,2001-10-11
COST,CCS1,22160K10,COSTCO WHOLESALE,2001-10-18,EPS,6,0.28,0.01,2001-11-30,0.28,2001-12-13
COST,CCS1,22160K10,COSTCO WHOLESALE,2001-11-15,EPS,6,0.28,0.01,2001-11-30,0.28,2001-12-13
COST,CCS1,22160K10,COSTCO WHOLESALE,2001-12-20,EPS,6,0.41,0.01,2002-02-28,0.41,2002-03-05
COST,CCS1,22160K10,COSTCO WHOLESALE,2002-01-17,EPS,6,0.41,0.01,2002-02-28,0.41,2002-03-05
COST,CCS1,22160K10,COSTCO WHOLESALE,2002-02-14,EPS,6,0.41,0.01,2002-02-28,0.41,2002-03-05
COST,CCS1,22160K10,COSTCO WHOLESALE,2002-03-14,EPS,6,0.28,0.01,2002-05-31,0.28,2002-05-30
COST,CCS1,22160K10,COSTCO WHOLESALE,2002-04-18,EPS,6,0.27,0.01,2002-05-31,0.28,2002-05-30
COST,CCS1,22160K10,COSTCO WHOLESALE,2002-05-16,EPS,6,0.27,0.01,2002-05-31,0.28,2002-05-30
COST,CCS1,22160K10,COSTCO WHOLESALE,2002-06-20,EPS,6,0.49,0.01,2002-08-31,0.52,2002-10-10
COST,CCS1,22160K10,COSTCO WHOLESALE,2002-07-18,EPS,6,0.49,0.01,2002-08-31,0.52,2002-10-10
COST,CCS1,22160K10,COSTCO WHOLESALE,2002-08-15,EPS,6,0.49,0.01,2002-08-31,0.52,2002-10-10
COST,CCS1,22160K10,COSTCO WHOLESALE,2002-09-19,EPS,6,0.49,0.01,2002-08-31,0.52,2002-10-10
COST,CCS1,22160K10,COSTCO WHOLESALE,2002-10-17,EPS,6,0.33,0.01,2002-11-30,0.31,2002-12-12
COST,CCS1,22160K10,COSTCO WHOLESALE,2002-11-14,EPS,6,0.31,0.01,2002-11-30,0.31,2002-12-12
COST,CCS1,22160K10,COSTCO WHOLESALE,2002-12-19,EPS,6,0.44,0.02,2003-02-28,0.39,2003-03-05
COST,CCS1,22160K10,COSTCO WHOLESALE,2003-01-16,EPS,6,0.43,0.01,2003-02-28,0.39,2003-03-05
COST,CCS1,22160K10,COSTCO WHOLESALE,2003-02-20,EPS,6,0.43,0.01,2003-02-28,0.39,2003-03-05
COST,CCS1,22160K10,COSTCO WHOLESALE,2003-03-20,EPS,6,0.31,0.01,2003-05-31,0.33,2003-05-28
COST,CCS1,22160K10,COSTCO WHOLESALE,2003-04-17,EPS,6,0.31,0.01,2003-05-31,0.33,2003-05-28
COST,CCS1,22160K10,COSTCO WHOLESALE,2003-05-15,EPS,6,0.31,0.01,2003-05-31,0.33,2003-05-28
COST,CCS1,22160K10,COSTCO WHOLESALE,2003-06-19,EPS,6,0.55,0.01,2003-08-31,0.51,2003-10-08
COST,CCS1,22160K10,COSTCO WHOLESALE,2003-07-17,EPS,6,0.55,0.01,2003-08-31,0.51,2003-10-08
COST,CCS1,22160K10,COSTCO WHOLESALE,2003-08-14,EPS,6,0.47,0.02,2003-08-31,0.51,2003-10-08
COST,CCS1,22160K10,COSTCO WHOLESALE,2003-09-18,EPS,6,0.47,0.01,2003-08-31,0.51,2003-10-08
COST,CCS1,22160K10,COSTCO WHOLESALE,2003-10-16,EPS,6,0.3,0.01,2003-11-30,0.34,2003-12-09
COST,CCS1,22160K10,COSTCO WHOLESALE,2003-11-20,EPS,6,0.31,0.01,2003-11-30,0.34,2003-12-09
COST,CCS1,22160K10,COSTCO WHOLESALE,2003-12-18,EPS,6,0.45,0.01,2004-02-29,0.48,2004-03-03
COST,CCS1,22160K10,COSTCO WHOLESALE,2004-01-15,EPS,6,0.46,0.01,2004-02-29,0.48,2004-03-03
COST,CCS1,22160K10,COSTCO WHOLESALE,2004-02-19,EPS,6,0.47,0.01,2004-02-29,0.48,2004-03-03
COST,CCS1,22160K10,COSTCO WHOLESALE,2004-03-18,EPS,6,0.37,0.01,2004-05-31,0.42,2004-05-27
COST,CCS1,22160K10,COSTCO WHOLESALE,2004-04-15,EPS,6,0.37,0.01,2004-05-31,0.42,2004-05-27
COST,CCS1,22160K10,COSTCO WHOLESALE,2004-05-20,EPS,6,0.38,0.01,2004-05-31,0.42,2004-05-27
COST,CCS1,22160K10,COSTCO WHOLESALE,2004-06-17,EPS,6,0.58,0.01,2004-08-31,0.62,2004-10-07
COST,CCS1,22160K10,COSTCO WHOLESALE,2004-07-15,EPS,6,0.58,0.01,2004-08-31,0.62,2004-10-07
COST,CCS1,22160K10,COSTCO WHOLESALE,2004-08-19,EPS,6,0.58,0.01,2004-08-31,0.62,2004-10-07
COST,CCS1,22160K10,COSTCO WHOLESALE,2004-09-16,EPS,6,0.58,0.01,2004-08-31,0.62,2004-10-07
COST,CCS1,22160K10,COSTCO WHOLESALE,2004-10-14,EPS,6,0.4,0.01,2004-11-30,0.4,2004-12-09
COST,CCS1,22160K10,COSTCO WHOLESALE,2004-11-18,EPS,6,0.4,0.01,2004-11-30,0.4,2004-12-09
COST,CCS1,22160K10,COSTCO WHOLESALE,2004-12-16,EPS,6,0.54,0.01,2005-02-28,0.54,2005-03-02
COST,CCS1,22160K10,COSTCO WHOLESALE,2005-01-20,EPS,6,0.55,0.01,2005-02-28,0.54,2005-03-02
COST,CCS1,22160K10,COSTCO WHOLESALE,2005-02-17,EPS,6,0.55,0.01,2005-02-28,0.54,2005-03-02
COST,CCS1,22160K10,COSTCO WHOLESALE,2005-03-17,EPS,6,0.46,0.01,2005-05-31,0.43,2005-05-26
COST,CCS1,22160K10,COSTCO WHOLESALE,2005-04-14,EPS,6,0.46,0.01,2005-05-31,0.43,2005-05-26
COST,CCS1,22160K10,COSTCO WHOLESALE,2005-05-19,EPS,6,0.42,0.01,2005-05-31,0.43,2005-05-26
COST,CCS1,22160K10,COSTCO WHOLESALE,2005-06-16,EPS,6,0.66,0.01,2005-08-31,0.66,2005-09-01
COST,CCS1,22160K10,COSTCO WHOLESALE,2005-07-14,EPS,6,0.66,0.01,2005-08-31,0.66,2005-09-01
COST,CCS1,22160K10,COSTCO WHOLESALE,2005-08-18,EPS,6,0.66,0.01,2005-08-31,0.66,2005-09-01
COST,CCS1,22160K10,COSTCO WHOLESALE,2005-09-15,EPS,6,0.65,0.02,2005-08-31,0.66,2005-09-01
COST,CCS1,22160K10,COSTCO WHOLESALE,2005-10-20,EPS,6,0.44,0.01,2005-11-30,0.45,2005-12-08
COST,CCS1,22160K10,COSTCO WHOLESALE,2005-11-17,EPS,6,0.44,0.01,2005-11-30,0.45,2005-12-08
COST,CCS1,22160K10,COSTCO WHOLESALE,2005-12-15,EPS,6,0.6,0.01,2006-02-28,0.62,2006-03-02
COST,CCS1,22160K10,COSTCO WHOLESALE,2006-01-19,EPS,6,0.6,0.01,2006-02-28,0.62,2006-03-02
COST,CCS1,22160K10,COSTCO WHOLESALE,2006-02-16,EPS,6,0.6,0.01,2006-02-28,0.62,2006-03-02
COST,CCS1,22160K10,COSTCO WHOLESALE,2006-03-16,EPS,6,0.5,0.01,2006-05-31,0.49,2006-05-31
COST,CCS1,22160K10,COSTCO WHOLESALE,2006-04-20,EPS,6,0.5,0.01,2006-05-31,0.49,2006-05-31
COST,CCS1,22160K10,COSTCO WHOLESALE,2006-05-18,EPS,6,0.5,0.01,2006-05-31,0.49,2006-05-31
COST,CCS1,22160K10,COSTCO WHOLESALE,2006-06-15,EPS,6,0.77,0.01,2006-08-31,0.75,2006-10-12
COST,CCS1,22160K10,COSTCO WHOLESALE,2006-07-20,EPS,6,0.77,0.01,2006-08-31,0.75,2006-10-12
COST,CCS1,22160K10,COSTCO WHOLESALE,2006-08-17,EPS,6,0.77,0.01,2006-08-31,0.75,2006-10-12
COST,CCS1,22160K10,COSTCO WHOLESALE,2006-09-14,EPS,6,0.73,0.01,2006-08-31,0.75,2006-10-12
COST,CCS1,22160K10,COSTCO WHOLESALE,2006-10-19,EPS,6,0.5,0.01,2006-11-30,0.51,2006-12-14
COST,CCS1,22160K10,COSTCO WHOLESALE,2006-11-16,EPS,6,0.5,0.01,2006-11-30,0.51,2006-12-14
COST,CCS1,22160K10,COSTCO WHOLESALE,2006-12-14,EPS,6,0.67,0.01,2007-02-28,0.66,2007-03-08
COST,CCS1,22160K10,COSTCO WHOLESALE,2007-01-18,EPS,6,0.66,0.01,2007-02-28,0.66,2007-03-08
COST,CCS1,22160K10,COSTCO WHOLESALE,2007-02-15,EPS,6,0.66,0.01,2007-02-28,0.66,2007-03-08
COST,CCS1,22160K10,COSTCO WHOLESALE,2007-03-15,EPS,6,0.56,0.01,2007-05-31,0.56,2007-05-31
COST,CCS1,22160K10,COSTCO WHOLESALE,2007-04-19,EPS,6,0.56,0.01,2007-05-31,0.56,2007-05-31
COST,CCS1,22160K10,COSTCO WHOLESALE,2007-05-17,EPS,6,0.56,0.01,2007-05-31,0.56,2007-05-31
COST,CCS1,22160K10,COSTCO WHOLESALE,2007-06-14,EPS,6,0.83,0.02,2007-08-31,0.91,2007-10-10
COST,CCS1,22160K10,COSTCO WHOLESALE,2007-07-19,EPS,6,0.83,0.02,2007-08-31,0.91,2007-10-10
COST,CCS1,22160K10,COSTCO WHOLESALE,2007-08-16,EPS,6,0.83,0.01,2007-08-31,0.91,2007-10-10
COST,CCS1,22160K10,COSTCO WHOLESALE,2007-09-20,EPS,6,0.83,0.02,2007-08-31,0.91,2007-10-10
COST,CCS1,22160K10,COSTCO WHOLESALE,2007-10-18,EPS,6,0.58,0.01,2007-11-30,0.59,2007-12-13
COST,CCS1,22160K10,COSTCO WHOLESALE,2007-11-15,EPS,6,0.58,0.01,2007-11-30,0.59,2007-12-13
COST,CCS1,22160K10,COSTCO WHOLESALE,2007-12-20,EPS,6,0.74,0.02,2008-02-29,0.74,2008-03-05
COST,CCS1,22160K10,COSTCO WHOLESALE,2008-01-17,EPS,6,0.74,0.03,2008-02-29,0.74,2008-03-05
COST,CCS1,22160K10,COSTCO WHOLESALE,2008-02-14,EPS,6,0.74,0.03,2008-02-29,0.74,2008-03-05
COST,CCS1,22160K10,COSTCO WHOLESALE,2008-03-20,EPS,6,0.65,0.01,2008-05-31,0.67,2008-05-29
COST,CCS1,22160K10,COSTCO WHOLESALE,2008-04-17,EPS,6,0.65,0.01,2008-05-31,0.67,2008-05-29
COST,CCS1,22160K10,COSTCO WHOLESALE,2008-05-15,EPS,6,0.65,0.01,2008-05-31,0.67,2008-05-29
COST,CCS1,22160K10,COSTCO WHOLESALE,2008-06-19,EPS,6,1,0.02,2008-08-31,0.92,2008-10-08
COST,CCS1,22160K10,COSTCO WHOLESALE,2008-07-17,EPS,6,1,0.02,2008-08-31,0.92,2008-10-08
COST,CCS1,22160K10,COSTCO WHOLESALE,2008-08-14,EPS,6,0.92,0.03,2008-08-31,0.92,2008-10-08
COST,CCS1,22160K10,COSTCO WHOLESALE,2008-09-18,EPS,6,0.92,0.03,2008-08-31,0.92,2008-10-08
COST,CCS1,22160K10,COSTCO WHOLESALE,2008-10-16,EPS,6,0.63,0.01,2008-11-30,0.65,2008-12-11
COST,CCS1,22160K10,COSTCO WHOLESALE,2008-11-20,EPS,6,0.62,0.03,2008-11-30,0.65,2008-12-11
COST,CCS1,22160K10,COSTCO WHOLESALE,2008-12-18,EPS,6,0.71,0.03,2009-02-28,0.55,2009-03-04
COST,CCS1,22160K10,COSTCO WHOLESALE,2009-01-15,EPS,6,0.71,0.02,2009-02-28,0.55,2009-03-04
COST,CCS1,22160K10,COSTCO WHOLESALE,2009-02-19,EPS,6,0.6,0.05,2009-02-28,0.55,2009-03-04
COST,CCS1,22160K10,COSTCO WHOLESALE,2009-03-19,EPS,6,0.55,0.04,2009-05-31,0.52,2009-05-28
COST,CCS1,22160K10,COSTCO WHOLESALE,2009-04-16,EPS,6,0.54,0.04,2009-05-31,0.52,2009-05-28
COST,CCS1,22160K10,COSTCO WHOLESALE,2009-05-14,EPS,6,0.53,0.03,2009-05-31,0.52,2009-05-28
COST,CCS1,22160K10,COSTCO WHOLESALE,2009-06-18,EPS,6,0.76,0.03,2009-08-31,0.85,2009-10-16
COST,CCS1,22160K10,COSTCO WHOLESALE,2009-07-16,EPS,6,0.76,0.03,2009-08-31,0.85,2009-10-16
COST,CCS1,22160K10,COSTCO WHOLESALE,2009-08-20,EPS,6,0.75,0.03,2009-08-31,0.85,2009-10-16
COST,CCS1,22160K10,COSTCO WHOLESALE,2009-09-17,EPS,6,0.76,0.02,2009-08-31,0.85,2009-10-16
COST,CCS1,22160K10,COSTCO WHOLESALE,2009-10-15,EPS,6,0.59,0.06,2009-11-30,0.6,2009-12-10
COST,CCS1,22160K10,COSTCO WHOLESALE,2009-11-19,EPS,6,0.59,0.03,2009-11-30,0.6,2009-12-10
COST,CCS1,22160K10,COSTCO WHOLESALE,2009-12-17,EPS,6,0.7,0.04,2010-02-28,0.7,2010-03-03
COST,CCS1,22160K10,COSTCO WHOLESALE,2010-01-14,EPS,6,0.71,0.03,2010-02-28,0.7,2010-03-03
COST,CCS1,22160K10,COSTCO WHOLESALE,2010-02-18,EPS,6,0.71,0.03,2010-02-28,0.7,2010-03-03
COST,CCS1,22160K10,COSTCO WHOLESALE,2010-03-18,EPS,6,0.66,0.02,2010-05-31,0.66,2010-05-27
COST,CCS1,22160K10,COSTCO WHOLESALE,2010-04-15,EPS,6,0.66,0.02,2010-05-31,0.66,2010-05-27
COST,CCS1,22160K10,COSTCO WHOLESALE,2010-05-20,EPS,6,0.66,0.02,2010-05-31,0.66,2010-05-27
COST,CCS1,22160K10,COSTCO WHOLESALE,2010-06-17,EPS,6,0.95,0.02,2010-08-31,0.97,2010-10-06
COST,CCS1,22160K10,COSTCO WHOLESALE,2010-07-15,EPS,6,0.95,0.02,2010-08-31,0.97,2010-10-06
COST,CCS1,22160K10,COSTCO WHOLESALE,2010-08-19,EPS,6,0.95,0.02,2010-08-31,0.97,2010-10-06
COST,CCS1,22160K10,COSTCO WHOLESALE,2010-09-16,EPS,6,0.95,0.02,2010-08-31,0.97,2010-10-06
COST,CCS1,22160K10,COSTCO WHOLESALE,2010-10-14,EPS,6,0.68,0.02,2010-11-30,0.71,2010-12-08
COST,CCS1,22160K10,COSTCO WHOLESALE,2010-11-18,EPS,6,0.68,0.02,2010-11-30,0.71,2010-12-08
COST,CCS1,22160K10,COSTCO WHOLESALE,2010-12-16,EPS,6,0.78,0.02,2011-02-28,0.79,2011-03-02
COST,CCS1,22160K10,COSTCO WHOLESALE,2011-01-20,EPS,6,0.78,0.02,2011-02-28,0.79,2011-03-02
COST,CCS1,22160K10,COSTCO WHOLESALE,2011-02-17,EPS,6,0.78,0.02,2011-02-28,0.79,2011-03-02
